trade_index,equity
0,20.0
1,21.765081967213114
2,23.377939110070255
3,23.52728693615721
4,25.720501221871494
5,26.489202520572793
6,27.411905223275497
7,28.180606521976795
8,26.180606521976795
9,27.868348457460666
10,25.868348457460666
11,22.868348457460666
12,20.868348457460666
13,18.868348457460666
14,19.599419886032095
15,18.599419886032095
16,20.54396534057755
17,19.54396534057755
18,18.54396534057755
19,17.54396534057755
20,18.10654598573884
21,18.83761741431027
22,20.535950747643604
23,22.31166503335789
24,24.087379319072177
25,28.567379319072177
26,34.04737931907218
27,32.04737931907218
28,30.047379319072178
29,29.047379319072178
30,26.047379319072178
31,24.047379319072178
32,23.047379319072178
33,22.047379319072178
34,21.047379319072178
35,20.047379319072178
36,19.047379319072178
37,18.047379319072178
38,18.635739974809884
39,19.103012702082612
40,20.658802175766823
41,22.946983993948642
42,24.41698399394864
43,21.41698399394864
44,22.62611442873125
45,23.89758501696654
46,25.43789751696654
47,25.76996648248378
48,27.69759360112785
49,29.31045074398499
50,29.459798570071946
51,31.919798570071947
52,27.919798570071947
53,28.251867535589188
54,28.663044006177422
55,29.37914156715303
56,29.874025288083264
57,30.265843469901448
58,32.51616605054661
59,34.97616605054661
60,37.32960867349743
61,38.01490279114449
62,35.01490279114449
63,33.01490279114449
64,39.85853915478086
65,44.525907575833486
66,38.525907575833486
67,38.89257424250015
68,39.084509726371124
69,42.89814609000749
70,45.71104931581394
71,39.71104931581394
72,33.71104931581394
73,43.87854931581394
74,39.87854931581394
75,36.87854931581394
76,35.87854931581394
77,34.87854931581394
78,31.87854931581394
79,28.87854931581394
80,25.87854931581394
81,26.60962074438537
82,27.0768934716581
83,27.719435844539454
84,25.719435844539454
85,24.719435844539454
86,23.719435844539454
87,25.49515013025374
88,27.439695584799196
89,25.439695584799196
90,22.439695584799196
91,21.439695584799196
92,19.439695584799196
93,18.439695584799196
94,18.884919465396212
95,19.33014334599323
96,19.843580845993227
97,20.691227904816756
98,19.691227904816756
99,20.816389195139337
100,22.661389195139336
101,24.274246337996477
102,26.201873456640545
103,28.395087742354832
104,30.26417865144574
105,33.315087742354834
106,36.11719300551273
107,37.81248712315979
108,34.81248712315979
109,32.81248712315979
110,30.81248712315979
111,32.35279962315979
112,33.82279962315979
113,36.11098144134161
114,33.11098144134161
115,33.35989448481987
116,36.75656115148654
117,40.11173356527964
118,34.11173356527964
119,28.111733565279643
120,25.111733565279643
121,24.111733565279643
122,25.236894855602223
123,27.081894855602222
124,30.132803946511313
125,32.09280394651131
126,35.1437130374204
127,32.1437130374204
128,29.143713037420397
129,30.69950251110461
130,32.94982509174977
131,30.949825091749773
132,28.949825091749773
133,30.714907058962886
134,28.714907058962886
135,30.72801050723875
136,32.41575244272262
137,34.180834409935734
138,37.39354627434251
139,38.67471510551134
140,33.67471510551134
141,28.67471510551134
142,30.07653328732952
143,30.519291908019177
144,32.388382817110084
145,34.25747372620099
146,29.257473726200992
147,32.97276784384805
148,30.972767843848047
149,28.972767843848047
150,25.972767843848047
151,29.39458602566623
152,31.85458602566623
153,28.85458602566623
154,30.39489852566623
155,32.74834114861705
156,30.74834114861705
157,28.74834114861705
158,27.74834114861705
159,26.74834114861705
160,25.74834114861705
161,27.304130622301262
162,23.304130622301262
163,25.248676076846717
164,22.248676076846717
165,21.248676076846717
166,26.738676076846716
167,29.988946347116986
168,27.988946347116986
169,25.988946347116986
170,29.218076781899594
171,27.218076781899594
172,25.218076781899594
173,27.254951781899592
174,29.214951781899593
175,30.99584730428765
176,32.60802121733113
177,30.608021217331128
178,26.608021217331128
179,28.16381069101534
180,24.16381069101534
181,25.928892658228456
182,28.12210694394274
183,30.806244874977224
184,26.806244874977224
185,24.806244874977224
186,23.806244874977224
187,22.806244874977224
188,21.806244874977224
189,25.035375309759832
190,23.035375309759832
191,22.035375309759832
192,23.110613404997927
193,24.28733471647334
194,25.221880171018793
195,23.221880171018793
196,26.111880171018793
197,24.111880171018793
198,22.111880171018793
199,22.385997818077616
200,22.418629397024983
201,19.418629397024983
202,18.418629397024983
203,17.418629397024983
204,16.418629397024983
205,16.863853277622
206,18.148938023384712
207,19.378938023384713
208,17.378938023384713
209,15.378938023384713
210,14.378938023384713
211,13.378938023384713
212,13.802761552796477
213,14.292761552796478
214,15.367999648034573
215,15.422467733140955
216,20.506217733140957
217,18.506217733140957
218,20.363864791964488
219,19.363864791964488
220,21.40073979196449
221,22.802557973782672
222,24.415415116639814
223,22.415415116639814
224,20.415415116639814
225,18.415415116639814
226,18.86063899723683
227,19.1620675686654
228,19.383446879010226
229,20.66853162477294
230,20.962395261136574
231,21.543506372247684
232,22.080579542979393
233,24.273793828693677
234,28.753793828693677
